MSZoning,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenonbvGr,KitchenQual,TotRmsAbvGrd,Functiononl,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,price
RL,10512,Pave,non,Reg,Lvl,Inside,Gtl,6,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,491,Unf,0,497,988,GasA,Ex,Y,SBrkr,988,638,0,1626,0,0,1,1,3,1,Gd,6,Typ,0,non,Attchd,1954,Unf,1,332,TA,TA,366,0,0,0,0,0,non,non,non,0,5,2007,WD,181956.548314794
RL,5400,Pave,non,Reg,HLS,Inside,Gtl,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,453,Unf,0,411,864,GasA,TA,Y,SBrkr,864,0,0,864,0,1,1,0,3,1,TA,6,Typ,0,non,Attchd,1958,Unf,1,399,TA,TA,0,0,0,0,0,0,non,non,non,0,5,2007,WD,171895.936275806
RL,11515,Pave,non,IR1,Lvl,CulDSac,Gtl,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,non,non,non,non,0,non,0,0,0,GasA,TA,N,SBrkr,943,0,0,943,0,0,1,0,3,1,Gd,5,Min2,0,non,Detchd,1958,Unf,1,308,TA,TA,0,0,60,0,0,0,non,non,non,0,8,2007,WD,187245.168439419
RL,3869,Pave,non,Reg,Lvl,Inside,Mod,5,6,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,149,Gd,Ex,CBlock,TA,TA,No,LwQ,283,GLQ,755,0,1038,GasA,Gd,Y,SBrkr,1038,0,0,1038,0,0,2,0,2,1,TA,5,Typ,0,non,Attchd,1984,RFn,1,264,TA,TA,0,105,0,0,0,0,non,non,non,0,7,2007,WD,157816.77461318
RL,9280,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,TA,No,ALQ,557,Unf,0,785,1342,GasA,Ex,Y,SBrkr,1342,0,0,1342,1,0,1,0,4,1,TA,7,Typ,0,non,Detchd,1951,Unf,1,256,TA,TA,0,0,0,0,0,0,non,non,non,0,4,2007,WD,191702.912573325
RL,11100,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,LwQ,1080,Unf,0,0,1080,GasA,TA,N,SBrkr,1080,400,0,1480,1,0,1,0,4,1,TA,7,Typ,1,Gd,Attchd,1951,Unf,1,253,TA,TA,0,0,68,0,0,0,non,non,non,0,7,2007,WD,198599.420028908
RL,7550,Pave,non,Reg,Lvl,Inside,Gtl,4,5,1920,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,951,951,GasW,Fa,N,SBrkr,986,376,0,1362,0,0,2,0,4,1,TA,7,Typ,0,non,Detchd,1920,Unf,1,280,Fa,TA,0,0,0,0,0,0,non,MnPrv,non,0,3,2007,WD,187193.313676329
RL,23920,Pave,non,Reg,Lvl,Inside,Gtl,6,5,1984,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1105,1105,GasA,Ex,Y,SBrkr,1105,717,0,1822,0,0,2,0,4,1,Gd,7,Min2,1,Po,Attchd,1984,Unf,2,515,TA,TA,0,195,1012,0,0,444,non,non,non,0,4,2007,WD,220514.993999535
RL,9317,Pave,non,Reg,Lvl,Inside,Gtl,7,5,1994,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,Gd,No,GLQ,497,Unf,0,282,779,GasA,Ex,Y,SBrkr,1029,929,0,1958,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994,RFn,2,499,TA,TA,202,93,0,0,0,0,non,non,non,0,7,2007,CWD,181814.527595192
RL,9178,Pave,non,Reg,Lvl,Inside,Gtl,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1643,1643,GasA,Ex,Y,SBrkr,1651,0,0,1651,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,Fin,3,870,TA,TA,204,64,0,0,0,0,non,non,non,0,9,2007,New,183750.755371907
RL,10481,Pave,non,IR1,Lvl,Inside,Gtl,8,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,2140,2140,GasA,Ex,Y,SBrkr,2140,0,0,2140,0,0,2,1,3,1,Gd,8,Typ,0,non,Attchd,2006,Fin,3,894,TA,TA,136,32,0,0,0,0,non,non,non,0,6,2007,New,183000.431679579
RL,10235,Pave,non,IR1,Lvl,Inside,Gtl,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1643,1643,GasA,Ex,Y,SBrkr,1651,0,0,1651,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,870,TA,TA,192,64,0,0,0,0,non,non,non,0,9,2007,New,185830.971906573
RL,11750,Pave,non,IR1,Lvl,Inside,Gtl,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204,Gd,TA,PConc,Gd,TA,Mn,GLQ,20,Unf,0,1526,1546,GasA,Ex,Y,SBrkr,1546,0,0,1546,0,0,2,0,3,1,Gd,7,Typ,0,non,Attchd,2005,RFn,3,796,TA,TA,144,42,0,0,0,0,non,non,non,0,6,2007,WD,185497.872344187
RL,8760,Pave,non,Reg,Lvl,Inside,Gtl,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,132,Gd,TA,PConc,Gd,TA,No,GLQ,36,Unf,0,1453,1489,GasA,Ex,Y,SBrkr,1500,0,0,1500,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005,RFn,2,674,TA,TA,144,38,0,0,0,0,non,non,non,0,6,2007,WD,179613.437681321
RL,7242,Pave,non,Reg,Lvl,Inside,Gtl,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1270,1270,GasA,Ex,Y,SBrkr,1270,0,0,1270,0,0,2,0,2,1,Gd,6,Typ,0,non,Attchd,2005,RFn,2,524,TA,TA,0,96,0,0,0,0,non,non,non,0,7,2007,WD,164454.967963631
RL,9316,Pave,non,Reg,Lvl,Inside,Gtl,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,879,879,GasA,Ex,Y,SBrkr,879,916,0,1795,0,0,2,1,3,1,Gd,7,Typ,0,non,Attchd,2005,RFn,2,578,TA,TA,164,111,0,0,0,0,non,non,non,0,10,2007,WD,185127.237217638
RL,8883,Pave,non,IR1,Lvl,Inside,Gtl,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360,Gd,TA,PConc,Gd,TA,No,GLQ,608,LwQ,321,0,929,GasA,Ex,Y,SBrkr,946,927,0,1873,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1988,RFn,2,619,TA,TA,108,48,0,0,144,0,non,GdPrv,non,0,5,2007,WD,178750.613844623
RL,20064,Pave,non,IR1,Low,Inside,Sev,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,51,GLQ,915,0,966,GasA,Ex,Y,SBrkr,1743,0,0,1743,2,0,0,1,0,1,Gd,5,Typ,2,Fa,Attchd,1976,Fin,2,529,TA,TA,646,0,0,0,0,0,non,non,non,0,5,2007,WD,160927.61044889
RL,14217,Pave,non,IR2,Lvl,CulDSac,Gtl,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,550,Unf,0,472,1022,GasA,Gd,Y,SBrkr,1022,0,0,1022,0,1,1,0,3,1,TA,6,Typ,0,non,Detchd,1995,Unf,2,747,TA,TA,0,0,0,0,0,0,non,non,non,0,8,2007,WD,192562.808057836
RL,10021,Pave,non,IR1,Lvl,Inside,Gtl,6,6,1997,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,No,GLQ,539,Unf,0,96,635,GasA,Ex,Y,SBrkr,646,662,0,1308,1,0,2,1,3,1,Gd,6,Typ,0,non,Attchd,1997,RFn,2,497,TA,TA,142,54,0,0,0,0,non,non,non,0,5,2007,WD,180990.24148554
RL,8428,Pave,non,IR2,Lvl,Inside,Gtl,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,Gd,No,GLQ,420,Unf,0,570,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,non,Detchd,1995,Unf,1,384,TA,TA,256,0,0,0,0,0,non,non,non,0,7,2007,WD,180064.941503122
RL,16561,Pave,non,IR2,Low,Inside,Mod,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,548,1097,GasA,Ex,Y,SBrkr,1097,0,0,1097,1,0,1,1,3,1,TA,6,Typ,0,non,Attchd,1996,Unf,1,242,TA,TA,306,0,0,0,0,0,non,GdPrv,non,0,7,2007,WD,196070.997393789
RL,10820,Pave,non,IR2,Lvl,CulDSac,Gtl,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,342,Unf,0,646,988,GasA,Ex,Y,SBrkr,988,885,0,1873,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999,RFn,2,597,TA,TA,202,123,0,0,0,0,non,non,non,0,3,2007,WD,180352.919019023
RL,12352,Pave,non,IR2,Lvl,CulDSac,Gtl,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,290,Gd,TA,PConc,Gd,TA,No,GLQ,638,Unf,0,215,853,GasA,Ex,Y,SBrkr,853,900,0,1753,1,0,2,1,3,1,TA,7,Typ,1,Fa,Attchd,1998,RFn,2,534,TA,TA,0,74,0,0,0,0,non,non,non,0,3,2007,WD,183367.953769362
RL,9543,Pave,non,IR1,Lvl,Inside,Gtl,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,845,845,GasA,Ex,Y,SBrkr,845,845,0,1690,0,0,2,1,3,1,Gd,7,Typ,0,non,Attchd,2001,RFn,2,517,TA,TA,0,103,0,0,0,0,non,non,non,0,2,2007,WD,176734.841494027
RL,8826,Pave,non,Reg,Lvl,Inside,Gtl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,144,Gd,TA,PConc,Gd,TA,No,GLQ,841,Unf,0,144,985,GasA,Ex,Y,SBrkr,985,857,0,1842,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,Fin,2,486,TA,TA,193,96,0,0,0,0,non,non,non,0,7,2007,WD,180848.220765939
RL,11800,Pave,non,IR1,Bnk,Inside,Gtl,5,5,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,BLQ,663,Unf,0,201,864,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,non,Attchd,1974,Unf,2,440,TA,TA,0,0,0,0,0,0,non,non,non,0,8,2007,WD,187806.059368823
RL,8660,Pave,non,IR1,Lvl,Inside,Gtl,5,5,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,113,TA,Gd,CBlock,Gd,TA,Av,GLQ,502,Unf,0,513,1015,GasA,TA,Y,SBrkr,1025,0,0,1025,0,0,2,0,3,1,TA,6,Typ,1,Fa,Detchd,1979,Unf,2,370,TA,TA,127,0,0,0,0,0,non,non,non,0,7,2007,WD,180521.52640004
RL,9720,Pave,non,Reg,Lvl,Inside,Gtl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51,TA,TA,CBlock,TA,non,Av,ALQ,755,Unf,0,240,995,GasA,TA,Y,SBrkr,1009,0,0,1009,0,0,2,0,3,1,TA,6,Typ,1,Fa,Detchd,1977,Unf,2,576,TA,TA,0,0,0,0,0,0,non,MnPrv,non,0,6,2007,WD,181502.754496154
RL,8982,Pave,non,IR1,Lvl,CulDSac,Gtl,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,539,Unf,0,501,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,1,1,3,1,TA,5,Typ,0,non,Detchd,1977,Unf,2,748,TA,TA,0,0,0,0,0,0,non,MnPrv,non,0,1,2007,WD,174525.87942676
RL,16300,Pave,non,IR1,Lvl,CulDSac,Gtl,5,4,1977,1977,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,Rec,60,BLQ,417,399,876,GasA,TA,Y,SBrkr,907,0,0,907,1,0,1,0,3,1,TA,5,Typ,0,non,Attchd,1977,RFn,1,308,TA,TA,0,0,0,0,0,0,non,MnPrv,non,0,1,2007,WD,188927.984063168
RL,9675,Pave,non,Reg,Lvl,Corner,Gtl,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,330,Rec,432,102,864,GasA,TA,Y,SBrkr,879,0,0,879,0,0,1,0,3,1,TA,5,Typ,0,non,Attchd,1975,Unf,2,440,TA,TA,0,80,0,0,0,0,non,non,non,0,9,2007,Con,184728.870431253
RL,7200,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,671,Unf,0,193,864,GasA,Gd,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,Ex,5,Typ,0,non,Detchd,1977,Fin,2,576,Gd,Ex,155,0,0,0,0,0,non,non,non,0,9,2007,WD,179857.975518011
RL,7200,Pave,non,Reg,Lvl,Inside,Gtl,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,TA,No,Rec,385,Unf,0,0,385,GasA,Gd,Y,SBrkr,875,0,0,875,0,0,1,0,3,1,Gd,5,Typ,0,non,Detchd,1975,Unf,2,728,TA,TA,352,0,0,0,0,0,non,non,non,0,10,2007,WD,180962.868071609
RL,11354,Pave,non,Reg,Lvl,Inside,Gtl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,TA,TA,Gd,GLQ,1412,Unf,0,261,1673,GasA,Ex,Y,SBrkr,1673,0,0,1673,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,2,583,TA,TA,306,113,0,0,116,0,non,non,non,0,1,2007,WD,179194.066390078
RL,8749,Pave,non,Reg,Lvl,Inside,Gtl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,654,Unf,0,325,979,GasA,Ex,Y,SBrkr,992,940,0,1932,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2003,RFn,2,610,TA,TA,0,120,0,0,0,0,non,non,non,0,6,2007,WD,179591.789259484
RL,8158,Pave,non,Reg,Lvl,Inside,Gtl,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,869,0,1729,0,0,2,1,3,1,Gd,7,Typ,0,non,Attchd,2002,Fin,2,542,TA,TA,386,63,0,0,0,0,non,non,non,0,8,2007,WD,180638.463702549
RL,11927,Pave,non,Reg,Lvl,Inside,Gtl,8,5,1994,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,519,Gd,TA,PConc,Gd,TA,Gd,BLQ,408,GLQ,465,683,1556,GasA,Ex,Y,SBrkr,1592,0,0,1592,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,484,TA,TA,120,35,0,0,0,0,non,non,non,0,6,2007,WD,185846.215131922
RL,12728,Pave,non,Reg,Lvl,Inside,Gtl,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256,Gd,TA,PConc,Gd,TA,Mn,GLQ,1198,Unf,0,333,1531,GasA,Ex,Y,SBrkr,1531,908,0,2439,1,0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,2001,Fin,2,560,TA,TA,184,121,0,0,0,0,non,non,non,0,1,2007,WD,195174.031139141
RL,15295,Pave,non,IR3,Lvl,Corner,Gtl,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254,Gd,TA,PConc,Gd,TA,Mn,GLQ,762,Unf,0,98,860,GasA,Ex,Y,SBrkr,1212,780,0,1992,1,0,2,1,3,1,Gd,7,Min2,2,TA,Attchd,1996,RFn,2,608,TA,TA,225,32,0,0,0,0,non,non,non,0,6,2007,WD,192474.56829063
RL,17227,Pave,non,IR2,Lvl,CulDSac,Mod,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,158,Gd,TA,PConc,Gd,TA,Gd,GLQ,915,Unf,0,426,1341,GasA,Ex,Y,SBrkr,1341,0,0,1341,1,0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,1999,RFn,2,482,TA,TA,240,84,0,0,0,0,non,non,non,0,1,2007,WD,164200.595496827
RL,8145,Pave,non,IR1,Lvl,Inside,Gtl,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,738,738,GasA,Ex,Y,SBrkr,738,738,0,1476,0,0,2,1,3,1,Gd,7,Typ,0,non,Attchd,2007,RFn,2,552,TA,TA,0,35,0,0,0,0,non,non,non,0,6,2007,New,178403.094096818
RL,8769,Pave,non,Reg,Lvl,FR2,Gtl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,709,Unf,0,460,1169,GasA,Ex,Y,SBrkr,1190,0,0,1190,1,0,2,0,2,1,Gd,5,Typ,0,non,Attchd,2005,RFn,2,578,TA,TA,100,41,0,0,0,0,non,non,non,0,10,2007,WD,170774.84018302
RL,8334,Pave,non,Reg,Lvl,Inside,Gtl,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1330,1330,GasA,Ex,Y,SBrkr,1330,0,0,1330,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,Fin,2,437,TA,TA,0,23,0,0,0,0,non,non,non,0,7,2007,New,179879.945898337
RL,8333,Pave,non,Reg,Lvl,Inside,Gtl,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,738,738,GasA,Gd,Y,SBrkr,738,753,0,1491,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,484,TA,TA,100,30,0,0,0,0,non,non,non,0,5,2007,WD,177668.192752792
RL,9045,Pave,non,IR1,Lvl,Inside,Gtl,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,768,768,0,1536,0,0,2,1,3,1,Gd,6,Typ,0,non,Attchd,2005,Fin,2,400,TA,TA,0,40,0,0,0,0,non,non,non,0,6,2007,WD,180174.328610725
RL,9825,Pave,non,Reg,Low,Inside,Gtl,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,162,TA,TA,CBlock,Gd,TA,Gd,ALQ,936,Unf,0,0,936,GasA,Gd,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,1,Fa,Attchd,1967,Unf,1,384,TA,TA,405,0,0,0,0,0,non,non,Shed,450,8,2007,WD,170643.303572141
RL,8308,Pave,non,Reg,Lvl,Inside,Gtl,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20,TA,Gd,CBlock,TA,TA,No,BLQ,132,LwQ,841,115,1088,GasA,TA,Y,SBrkr,1088,0,0,1088,0,0,1,0,2,1,TA,4,Typ,0,non,Detchd,2002,Unf,2,520,TA,TA,0,0,0,0,0,0,non,non,non,0,6,2007,COD,165448.004289838
RL,16287,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,130,BLQ,105,666,901,GasA,TA,Y,SBrkr,901,450,0,1351,1,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1975,Unf,2,576,TA,TA,0,0,43,0,100,0,non,non,non,0,7,2007,WD,195531.754886222
RL,8240,Pave,non,Reg,Lvl,Inside,Gtl,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1179,1179,GasA,Gd,Y,SBrkr,1179,0,0,1179,0,0,1,0,2,1,TA,5,Min2,0,non,Attchd,1960,Fin,2,622,TA,TA,0,0,0,0,0,0,non,GdPrv,non,0,6,2007,WD,165314.177682121
RL,6285,Pave,non,Reg,Lvl,Inside,Gtl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,0,TA,Fa,CBlock,TA,TA,Av,GLQ,504,Unf,0,456,960,GasA,TA,Y,SBrkr,1044,0,0,1044,1,0,1,0,3,1,TA,7,Typ,1,Fa,Detchd,1976,Unf,2,528,TA,Fa,228,0,0,0,0,0,non,non,non,0,4,2007,WD,172532.757660882
RL,9555,Pave,non,IR1,Lvl,CulDSac,Gtl,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,Slab,non,non,non,non,0,non,0,0,0,GasA,TA,Y,SBrkr,1100,1133,0,2233,0,0,2,1,5,2,TA,11,Typ,0,non,Attchd,1979,Fin,2,579,TA,Gd,0,0,0,0,0,0,non,non,non,0,2,2007,WD,203310.218069877
RL,7023,Pave,non,Reg,Lvl,Inside,Gtl,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,Gd,No,GLQ,611,Unf,0,123,734,GasA,Gd,Y,SBrkr,734,674,0,1408,1,0,2,1,3,1,TA,6,Typ,0,non,BuiltIn,2005,Fin,2,489,TA,TA,0,85,0,0,0,0,non,non,non,0,5,2007,WD,175090.062515883
RL,39290,Pave,non,IR1,Bnk,Inside,Gtl,10,5,2008,2009,Hip,CompShg,CemntBd,CmentBd,Stone,1224,Ex,TA,PConc,Ex,TA,Gd,GLQ,4010,Unf,0,1085,5095,GasA,Ex,Y,SBrkr,5095,0,0,5095,1,1,2,1,2,1,Ex,15,Typ,2,Gd,Attchd,2008,Fin,3,1154,TA,TA,546,484,0,0,0,0,non,non,non,17000,10,2007,New,230841.338626282
RM,3675,Pave,non,Reg,Lvl,Inside,Gtl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,76,TA,TA,PConc,Gd,TA,Gd,GLQ,467,Unf,0,80,547,GasA,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,Gd,5,Typ,0,non,Basment,2005,Fin,2,525,TA,TA,0,44,0,0,0,0,non,non,non,0,5,2007,WD,155225.19006632
RL,6400,Pave,non,Reg,Lvl,Inside,Gtl,5,7,1959,2000,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,Av,Rec,77,ALQ,831,52,960,GasA,Ex,Y,SBrkr,960,0,0,960,1,0,1,0,2,1,Fa,4,Typ,0,non,Detchd,1959,Unf,1,392,TA,TA,144,0,35,0,0,0,non,non,non,0,12,2007,WD,168322.342441945
RL,6882,Pave,non,Reg,Lvl,Corner,Gtl,4,3,1955,1955,Gable,CompShg,AsbShng,Plywood,BrkCmn,128,TA,TA,PConc,non,non,non,non,0,non,0,0,0,GasA,TA,N,SBrkr,1152,0,0,1152,0,0,2,0,2,2,Fa,6,Typ,0,non,non,non,non,0,0,non,non,0,0,0,0,0,0,non,non,non,0,9,2007,WD,165956.259265265
RL,8741,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1946,1950,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1195,1195,GasA,TA,N,SBrkr,1195,0,0,1195,0,0,2,0,4,2,TA,8,Typ,0,non,non,non,non,0,0,non,non,118,0,0,0,0,0,non,GdWo,non,0,7,2007,WD,193956.817564124
RL,10042,Pave,non,Reg,Bnk,Corner,Gtl,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,LwQ,144,ALQ,278,238,660,GasA,TA,Y,SBrkr,740,125,0,865,1,0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1920,Unf,1,216,TA,TA,0,0,84,0,0,0,non,non,non,0,8,2007,WD,171070.367893827
RL,8172,Pave,non,Reg,Lvl,Inside,Gtl,4,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,544,Unf,0,224,768,GasA,TA,Y,SBrkr,768,0,0,768,0,0,1,0,2,1,TA,4,Typ,1,Fa,Detchd,1959,Unf,1,355,TA,TA,0,0,196,0,0,0,non,MnPrv,non,0,7,2007,WD,166285.243628001
RL,8172,Pave,non,Reg,HLS,Inside,Gtl,4,5,1955,1955,Gable,CompShg,WdShing,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,682,Unf,0,182,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,non,Detchd,1996,Unf,2,528,TA,TA,196,0,0,0,0,0,non,non,non,0,10,2007,COD,182875.801346628
RL,10890,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1923,1950,Hip,CompShg,Wd Sdng,Plywood,None,0,TA,TA,PConc,TA,TA,Mn,Rec,371,Unf,0,925,1296,Grav,Fa,N,FuseA,1296,1296,0,2592,2,0,2,0,6,2,TA,12,Min2,0,non,non,non,non,0,0,non,non,0,742,240,0,0,0,non,non,Shed,1512,1,2007,WD,218108.536769738
RL,7223,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0,TA,TA,PConc,TA,TA,Mn,BLQ,319,Unf,0,971,1290,GasA,TA,Y,SBrkr,1422,0,0,1422,0,0,1,0,3,1,TA,6,Typ,0,non,Detchd,1973,Unf,1,352,TA,TA,0,0,64,0,0,0,non,MnPrv,non,0,4,2007,WD,174378.777632042
